score,components,component_count,condition,horizon,ic_days,rank_ic_mean,rank_ic_std,rank_ic_ir_annualized,positive_ratio,oos_rank_ic_mean,nw_t_value,nw_p_value,fdr_q,promising,exploratory_score
single:approach_velocity,approach_velocity,1,compact_box,3,1151,0.02384569162899009,0.2510240875540728,1.5079772743415083,0.5343179843614249,0.03750120006236029,2.8902062500451557,0.003849891474008209,0.007894000418633593,True,0.8089982556618315
pair:pre_acceleration+continuous_move,pre_acceleration+continuous_move,2,strong_breakout,10,1144,0.023912624141014346,0.2546019131534783,1.4909594956722536,0.5454545454545454,0.007705306867679842,3.123170839952926,0.0017891386394672248,0.0038917819347927545,True,0.8087983375019875
named:pre_dynamics,approach_velocity+pre_acceleration+direction_persistence,3,pre_decelerating,20,923,0.026614602121791835,0.26751544705735164,1.5793245414070698,0.5492957746478874,0.030931755111539765,2.8697527820235393,0.004107928352379746,0.008375387902910161,True,0.8085759664691299
named:box_quality,range_compactness+volatility_contraction+trend_flatness,3,wide_box,20,1120,0.024146269512224986,0.23258670164363085,1.6480312184960462,0.5428571428571428,0.017117090965534997,3.033187853545962,0.002419849120284893,0.005156887765850258,True,0.8080887396318839
pair:volatility_contraction+direction_persistence,volatility_contraction+direction_persistence,2,volume_confirmed,20,1249,0.0228290269375898,0.19429437233624902,1.8652087723650987,0.55484387510008,0.022241923316168682,3.29166405468884,0.0009959650761002768,0.002292084010751322,True,0.8068050719818163
pair:trend_flatness+direction_persistence,trend_flatness+direction_persistence,2,market_down,20,485,0.03659256489189276,0.24716032848406744,2.3502516070862636,0.5567010309278351,0.07693585775175578,2.7538313266665466,0.0058902116201142085,0.01166012041059529,True,0.8058676476960597
single:direction_persistence,direction_persistence,1,market_high_vol,10,643,0.031739566211343835,0.21924236296993269,2.29814159395283,0.5567651632970451,0.03888605711880129,3.429150022458941,0.0006054747483670672,0.001449687758560579,True,0.8048342939337212
pair:volatility_contraction+trend_flatness,volatility_contraction+trend_flatness,2,compact_box,20,1137,0.02385882550876315,0.24111809357854624,1.5707950722422594,0.5479331574318381,0.03596977708162599,2.751962244328079,0.005923935025240555,0.01171773905126068,True,0.8045060109444176
pair:range_compactness+direction_persistence,range_compactness+direction_persistence,2,market_down,1,504,0.03582653138988504,0.23959760111333317,2.3736821726570354,0.5615079365079365,0.024265973328314917,3.3602287367837387,0.0007787796598389499,0.001827304229789715,True,0.8043036349047111
pair:pre_acceleration+continuous_move,pre_acceleration+continuous_move,2,pre_accelerating,1,1176,0.02345030630837634,0.2311451147178036,1.6105123935498202,0.5416666666666666,0.03603958898277807,3.480584559822676,0.000500320865031689,0.00121699669872573,True,0.8041779867448811
pair:approach_velocity+continuous_move,approach_velocity+continuous_move,2,wide_box,1,1135,0.023859511671579556,0.24645255524714596,1.5368394348309005,0.5383259911894274,0.016619771792602014,3.263003650976052,0.0011023809969047903,0.0025140272508597933,True,0.8038212471246848
pair:range_compactness+approach_velocity,range_compactness+approach_velocity,2,volume_confirmed,10,1260,0.022631477353839385,0.20082868224819672,1.788905654609108,0.5452380952380952,0.016670110166894327,3.2193258279870043,0.0012849239223975918,0.002892370062029416,True,0.8033377538083559
pair:direction_persistence+breakout_strength,direction_persistence+breakout_strength,2,shallow_breakout,10,1125,0.023935745208687555,0.2422131280417533,1.5687348521326172,0.5377777777777778,0.01959946334232311,3.0988684886386695,0.0019426122917415415,0.004207462806350396,True,0.8028293006811039
single:approach_velocity,approach_velocity,1,pre_decelerating,20,923,0.026380990195192067,0.26767252614003856,1.5645432215840216,0.5449620801733478,0.03842353305282439,2.6879572513935583,0.007189059953029304,0.013962567307617607,True,0.8014786223696493
pair:trend_flatness+direction_persistence,trend_flatness+direction_persistence,2,volume_confirmed,20,1249,0.022651787578441412,0.20099894466562734,1.7889943686017786,0.5572457966373099,0.031637700628439853,3.0635849463214293,0.0021870210462011062,0.004690462158661096,True,0.8005412213890313
pair:trend_flatness+direction_persistence,trend_flatness+direction_persistence,2,volume_confirmed,10,1260,0.02252243338020596,0.20022623313665044,1.7856428713826924,0.5642857142857143,0.01935766560530066,3.2966071842152673,0.0009786026603735326,0.002255216007445178,True,0.7994670767210665
pair:volatility_contraction+trend_flatness,volatility_contraction+trend_flatness,2,all,20,1260,0.022493398018689326,0.19112992036546658,1.8682141608529939,0.5658730158730159,0.027169129498078,3.2772764460795334,0.0010481369353497485,0.002401186433710333,True,0.7984364236294853
pair:volatility_contraction+trend_flatness,volatility_contraction+trend_flatness,2,volatility_contracting,20,1260,0.022493398018689326,0.19112992036546658,1.8682141608529939,0.5658730158730159,0.027169129498078,3.2772764460795334,0.0010481369353497485,0.002401186433710333,True,0.7984364236294853
pair:range_compactness+approach_velocity,range_compactness+approach_velocity,2,all,10,1271,0.022393200580066455,0.20093703587031692,1.7691165654065064,0.5420928402832416,0.016561151900205587,3.1091875407630316,0.001876025969359413,0.004075504692056656,True,0.7983419407437277
pair:range_compactness+approach_velocity,range_compactness+approach_velocity,2,volatility_contracting,10,1271,0.022393200580066455,0.20093703587031692,1.7691165654065064,0.5420928402832416,0.016561151900205587,3.1091875407630316,0.001876025969359413,0.004075504692056656,True,0.7983419407437277
pair:direction_persistence+continuous_move,direction_persistence+continuous_move,2,market_up,5,776,0.028653109520154436,0.16698526463513017,2.7239170681798215,0.5914948453608248,0.02619908802076087,4.519176558555379,6.208060871876334e-06,2.0666199996206555e-05,True,0.7981832694907834
pair:volatility_contraction+continuous_move,volatility_contraction+continuous_move,2,all,3,1278,0.022314225995720374,0.19450210107806362,1.8212006664094749,0.55320813771518,0.007744407716051838,3.9168691366366595,8.970641231354302e-05,0.00025020493528514487,True,0.7977140736662292
pair:volatility_contraction+continuous_move,volatility_contraction+continuous_move,2,volatility_contracting,3,1278,0.022314225995720374,0.19450210107806362,1.8212006664094749,0.55320813771518,0.007744407716051838,3.9168691366366595,8.970641231354302e-05,0.00025020493528514487,True,0.7977140736662292
single:direction_persistence,direction_persistence,1,continuous_breakout,20,1216,0.022846841786754717,0.21182006324812247,1.712219154807396,0.555921052631579,0.024723624406632318,2.8280947125400844,0.004682595059357799,0.009432565587195567,True,0.7966965962202085
pair:trend_flatness+direction_persistence,trend_flatness+direction_persistence,2,pre_accelerating,10,1165,0.02330232172950244,0.2302962973587427,1.6062476637383807,0.5416309012875536,0.0329412183582075,2.9139447402374645,0.0035689307511967685,0.0073538066173473885,True,0.7953570900248557
pair:approach_velocity+continuous_move,approach_velocity+continuous_move,2,market_low_vol,5,628,0.031735113001352004,0.20263373392350725,2.486157123131497,0.5812101910828026,0.015550007037676679,3.6073797183734637,0.0003093048450473222,0.0007861303172155844,True,0.7952796523531762
single:continuous_move,continuous_move,1,continuous_breakout,20,1216,0.0227915418329048,0.20973649316463,1.72504319422159,0.5723684210526315,0.007079989255509449,3.2617167844520263,0.0011073972221564469,0.0025243247397867445,True,0.7947682209368945
pair:approach_velocity+direction_persistence,approach_velocity+direction_persistence,2,shallow_breakout,5,1130,0.023620516764211664,0.2482483718978173,1.5104392279195198,0.5345132743362832,0.015978168222709366,2.8293514072384824,0.004664245375768589,0.009399358933975886,True,0.7940148347452312
pair:volatility_contraction+direction_persistence,volatility_contraction+direction_persistence,2,pre_accelerating,20,1158,0.02332648819499697,0.21591964275920839,1.714973754192558,0.5639032815198618,0.03992280170423017,2.8569168469150914,0.004277778893876309,0.008683046969446877,True,0.7937863753240689
pair:trend_flatness+approach_velocity,trend_flatness+approach_velocity,2,strong_breakout,20,1137,0.023535208079144457,0.24384984046350047,1.5321307780202071,0.5549692172383466,0.04447419724855413,2.576321363174989,0.009985778903330552,0.018765222100218484,True,0.7935938154853832
pair:pre_acceleration+continuous_move,pre_acceleration+continuous_move,2,wide_box,10,1126,0.02363683241378425,0.2437072150227824,1.5396469983624625,0.5488454706927176,0.0065427952732697425,3.1726518854260246,0.0015105352468513201,0.003356744993002934,True,0.7931557395767519
pair:range_compactness+approach_velocity,range_compactness+approach_velocity,2,all,20,1260,0.022338018843474212,0.2064875588527944,1.7173192313394705,0.5563492063492064,0.02893905452181719,2.6474697610057145,0.008109661218137203,0.015594312300424075,True,0.7929210100462564
pair:range_compactness+approach_velocity,range_compactness+approach_velocity,2,volatility_contracting,20,1260,0.022338018843474212,0.2064875588527944,1.7173192313394705,0.5563492063492064,0.02893905452181719,2.6474697610057145,0.008109661218137203,0.015594312300424075,True,0.7929210100462564
pair:range_compactness+approach_velocity,range_compactness+approach_velocity,2,shallow_breakout,1,1135,0.023510699785503523,0.24377623729921813,1.5309974131364965,0.5374449339207048,0.014350590464743681,3.2505999231136027,0.0011516179111070838,0.00261330674109847,True,0.7920698580293443
pair:approach_velocity+direction_persistence,approach_velocity+direction_persistence,2,pre_accelerating,20,1158,0.023273627608538048,0.22716189739380432,1.6264056111075091,0.542314335060449,0.05099606907818776,2.5816951596623525,0.009831638552016875,0.018489350112748153,True,0.7919875613332115
single:range_compactness,range_compactness,1,market_up,1,776,0.028422024027431218,0.16107522907092683,2.801086465029582,0.5734536082474226,0.013745910050641555,4.918550271874673,8.718752675156358e-07,3.264674107190791e-06,True,0.7917459725550366
pair:volatility_contraction+direction_persistence,volatility_contraction+direction_persistence,2,market_down,20,485,0.03590389134946995,0.22399689528978664,2.5444843997669113,0.5690721649484536,0.040146334607129554,3.4379230891955186,0.0005861941694353344,0.001408207156317486,True,0.7907011861675391
pair:pre_acceleration+continuous_move,pre_acceleration+continuous_move,2,wide_box,3,1133,0.023376482961275386,0.2514034702913406,1.4760741457832711,0.5216240070609003,0.02913264616601638,3.197356455844774,0.0013869342110833433,0.0031053524761706134,True,0.7868539443497495
pair:approach_velocity+direction_persistence,approach_velocity+direction_persistence,2,volume_confirmed,10,1260,0.022132018449868864,0.2078846302387769,1.6900475065325091,0.553968253968254,0.011137084150637673,3.2065724616854396,0.0013432646983077396,0.003011589893003117,True,0.7856087214627414
pair:approach_velocity+continuous_move,approach_velocity+continuous_move,2,continuous_breakout,1,1234,0.02233262963258544,0.2097949461742282,1.6898381550391575,0.5429497568881686,0.014657820679004667,3.740920361921635,0.00018334761500223172,0.0004843144547228762,True,0.7845081206347656
